Last Resort,Tue,Fishing,278.44
Last Resort,Tue,Deli,349.73
Last Resort,Tue,Gas,1208.96
Last Resort,Tue,Grocery,739.52
Last Resort,Wed,Fishing,182.59
Last Resort,Wed,Deli,364.03
Last Resort,Wed,Gas,1492.06
Last Resort,Wed,Grocery,549.02
Last Resort,Thu,Fishing,154.83
Last Resort,Thu,Deli,363.94
Last Resort,Thu,Gas,1053.69
Last Resort,Thu,Grocery,418.36
Last Resort,Fri,Fishing,693.59
Last Resort,Fri,Deli,592.49
Last Resort,Fri,Gas,2140.06
Last Resort,Fri,Grocery,1496.33
Last Resort,Sat,Fishing,219.43
Last Resort,Sat,Deli,1318.13
Last Resort,Sat,Gas,3693.62
Last Resort,Sat,Grocery,1948.37
